-1.43624   3   -24   4.00232   4.50348   5.63721   4.55172   5.13103   4.37986   4.18821   3.64286   6.46154
-1.41329   2.79499   -15.205   3.83907   4.34023   5.45313   4.47085   5.05016   4.33961   4.16411   3.63617   6.43474
-1.36615   2.5588   2.85649   3.50382   4.00498   5.0751   4.30477   4.88408   4.25695   4.1146   3.62245   6.37972
-1.36577   2.55692   3   3.50116   4.00232   5.07209   4.30345   4.88276   4.25629   4.11421   3.62234   6.37928
-1.34373   2.44647   2.82321   3.34438   3.84554   4.89531   4.22578   4.80509   4.21764   4.09106   3.61592   6.35355
-1.31976   2.16619   2.63098   3.1739   3.67506   4.70307   4.14132   4.72063   4.1756   4.06588   3.60894   6.32557
-1.29814   1.91344   2.47724   3.02017   3.52133   4.52972   4.06516   4.64447   4.1377   4.04318   3.60265   6.30034
-1.2953   1.89753   2.45708   3   3.50116   4.50698   4.05517   4.63448   4.13272   4.0402   3.60182   6.29703
-1.27363   1.776   2.30296   2.84588   3.34704   4.33319   3.97882   4.55813   4.09472   4.01744   3.59551   6.27174
-1.27224   1.76819   2.28926   2.83599   3.33715   4.32204   3.97392   4.55323   4.09228   4.01598   3.59511   6.27011
-1.25073   1.64756   2.07745   2.70245   3.18418   4.14954   3.89814   4.47745   4.05457   3.99339   3.58885   6.245
-1.22868   1.52392   1.95051   2.56558   3.0274   3.97276   3.82047   4.39978   4.01591   3.97024   3.58243   6.21927
-1.22601   1.5061   1.9351   2.54897   3.00837   3.9513   3.81104   4.39035   4.01122   3.96743   3.58165   6.21615
-1.22483   1.49826   1.92832   2.54167   3   3.94186   3.8069   4.38621   4.00915   3.96619   3.58131   6.21478
-1.20445   1.3625   1.81093   2.4151   2.85502   3.77838   3.73507   4.31438   3.97341   3.94479   3.57537   6.19098
-1.18251   1.2164   1.74014   2.2789   2.699   3.60245   3.65778   4.23709   3.93494   3.92175   3.56898   6.16537
-1.17978   1.20759   1.73133   2.26196   2.67959   3.58056   3.64817   4.22748   3.93015   3.91888   3.56819   6.16219
-1.17871   1.20414   1.72788   2.25724   2.67198   3.57198   3.6444   4.22371   3.92827   3.91776   3.56788   6.16094
-1.17823   1.20259   1.72632   2.25511   2.85649   3.56812   3.6427   4.22201   3.92743   3.91725   3.56774   6.16038
-1.13456   1.06168   1.58542   2.06238   2.62468   3.21798   3.48887   4.06818   3.85087   3.8714   3.55503   6.10941
-1.13333   1.05771   1.57815   2.05695   2.61815   3.20811   3.48453   4.06384   3.84871   3.8701   3.55467   6.10798
-1.11263   0.990888   1.45581   1.85304   2.50821   3.04205   3.41158   3.99089   3.8124   3.84836   3.54864   6.08381
-1.11043   0.979241   1.44285   1.83144   2.49656   3.02446   3.40385   3.98316   3.80855   3.84605   3.548   6.08124
-1.10872   0.970151   1.43273   1.82743   2.48747   3.01073   3.39782   3.97713   3.80555   3.84426   3.5475   6.07925
-1.10738   0.963048   1.42483   1.82429   2.47552   3   3.3931   3.97241   3.8032   3.84285   3.54711   6.07768
-1.08577   0.84828   1.29711   1.77367   2.28246   2.82665   3.31694   3.89625   3.7653   3.82015   3.54082   6.05245
-1.06629   0.744875   1.18204   1.72807   2.19649   2.67046   3.24832   3.82763   3.73114   3.79969   3.53515   6.02972
-1.06516   0.739412   1.1754   1.72544   2.19153   2.66145   3.24436   3.82367   3.72917   3.79851   3.53482   6.02841
-1.06137   0.720945   1.16454   1.71654   2.17476   2.63098   3.23098   3.81029   3.72251   3.79452   3.53372   6.02397
-1.06088   0.718604   1.16317   1.71541   2.17263   2.81549   3.22928   3.80859   3.72167   3.79402   3.53357   6.02341
-1.04039   0.618983   1.1046   1.66743   2.08217   2.72503   3.15708   3.73639   3.68573   3.7725   3.52761   5.99949
-1.03932   0.613781   1.10155   1.66174   2.07745   2.72031   3.15331   3.73262   3.68386   3.77137   3.5273   5.99824
-1.0199   0.519362   1.04604   1.55862   2.03197   2.63457   3.08488   3.66419   3.6498   3.75097   3.52164   5.97557
-0.994053   0.443601   0.972187   1.42141   1.97145   2.52049   2.99383   3.57314   3.60448   3.72383   3.51412   5.9454
-0.989986   0.431679   0.960566   1.40949   1.96193   2.50254   2.9795   3.55881   3.59735   3.71956   3.51293   5.94066
-0.971901   0.378662   0.908884   1.35647   1.91958   2.42271   2.91578   3.49509   3.56563   3.70057   3.50767   5.91955
-0.969279   0.370976   0.89848   1.34879   1.91344   2.41114   2.90654   3.48585   3.56104   3.69782   3.5069   5.91649
-0.967995   0.367211   0.893384   1.34502   1.9072   2.40547   2.90202   3.48133   3.55879   3.69647   3.50653   5.91499
-0.949963   0.314351   0.821831   1.29216   1.81954   2.33391   2.83849   3.4178   3.52717   3.67753   3.50128   5.89394
-0.943435   0.282618   0.795927   1.27303   1.78781   2.30801   2.81549   3.3948   3.51572   3.67067   3.49938   5.88632
-0.924118   0.188719   0.719278   1.2164   1.69391   2.23136   2.72159   3.32675   3.48185   3.65039   3.49376   5.86377
-0.922888   0.182737   0.714394   1.21279   1.68793   2.22648   2.71561   3.32241   3.47969   3.6491   3.4934   5.86234
-0.921496   0.175974   0.708874   1.20871   1.68303   2.22096   2.70885   3.31751   3.47725   3.64764   3.49299   5.86071
-0.903571   0.0888383   0.637745   1.15617   1.61987   2.1737   2.62171   3.25436   3.44582   3.62881   3.48777   5.83979
-0.897043   0.0750895   0.611841   1.13703   1.59687   2.15649   2.58998   3.23136   3.43437   3.62196   3.48587   5.83217
-0.878904   0.0368858   0.539863   1.08386   1.53297   2.10867   2.53144   3.16745   3.40256   3.60291   3.48059   5.811
-0.876336   0.0314764   0.533092   1.07633   1.52392   2.1019   2.52315   3.1584   3.39806   3.60021   3.47985   5.808
-0.854184   -0.0151794   0.474692   1.01139   1.45898   2.0435   2.45167   3.08036   3.35922   3.57694   3.4734   5.78214
-0.851508   -0.0208142   0.467639   1.00355   1.45114   2.03645   2.44303   3.07093   3.35452   3.57413   3.47262   5.77902
-0.827162   -0.0720905   0.403456   0.932177   1.37977   1.95067   2.36446   2.98515   3.31183   3.54857   3.46553   5.7506
-0.825557   -0.0754714   0.399224   0.927471   1.37506   1.94502   2.36094   2.9795   3.30902   3.54688   3.46506   5.74873
-0.806401   -0.115816   0.348723   0.871317   1.31891   1.87753   2.31891   2.91201   3.27543   3.52676   3.45948   5.72637
-0.804956   -0.118859   0.344914   0.867082   1.31574   1.87244   2.31574   2.90692   3.2729   3.52525   3.45906   5.72468
-0.786764   -0.157175   0.296953   0.81375   1.27581   1.83252   2.27581   2.84282   3.24099   3.50614   3.45377   5.70345
-0.785587   -0.160626   0.29385   0.8103   1.27323   1.82993   2.27323   2.83868   3.23893   3.5049   3.45342   5.70208
-0.784249   -0.164548   0.290914   0.806378   1.2703   1.827   2.2703   2.83396   3.23658   3.5035   3.45303   5.70051
-0.779005   -0.17992   0.279407   0.791006   1.25879   1.81549   2.25879   2.81549   3.22739   3.49799   3.45151   5.69439
-0.733737   -0.31262   0.180072   0.658306   1.15945   1.71615   2.15945   2.63586   3.14801   3.45045   3.43833   5.64156
-0.732507   -0.316228   0.177371   0.654698   1.15675   1.71345   2.15648   2.63098   3.14585   3.44916   3.43797   5.64012
-0.716829   -0.362187   0.142968   0.608739   1.12235   1.67905   2.11862   2.60349   3.11836   3.4327   3.43341   5.62182
-0.714314   -0.367705   0.137449   0.601367   1.11683   1.67353   2.11254   2.59908   3.11395   3.43006   3.43267   5.61888
-0.712976   -0.370641   0.134514   0.599021   1.1139   1.6706   2.10931   2.59673   3.11161   3.42865   3.43228   5.61732
-0.711532   -0.373811   0.131343   0.596488   1.11136   1.66743   2.10582   2.5942   3.10907   3.42713   3.43186   5.61564
-0.692162   -0.416316   0.0888383   0.562522   1.0774   1.62492   2.05904   2.56023   3.07511   3.40679   3.42622   5.59303
-0.640366   -0.529977   -0.0629988   0.471698   0.986572   1.51126   1.93394   2.46941   2.98428   3.3524   3.41114   5.53257
